method,Saltelli,num variables,3,num samples,500,
rotor_core_stiffness,bearing_stiffness,foundation_stiffness,P5,P6,P7,P8
150488281.3,591601562.5,641113281.3,51.96411907,61.95739379,82.76782197,96.2415223
172167968.8,431835937.5,1088378906,53.14521402,71.2549534,85.57708446,111.9008311
175488281.3,431835937.5,1088378906,53.1452145,71.25530951,85.57813619,111.9021037
172167968.8,541601562.5,1088378906,53.14537193,72.00467442,87.81762911,112.3262319
172167968.8,431835937.5,766113281.3,52.44793587,64.94816581,82.60260956,101.414731
175488281.3,541601562.5,766113281.3,52.44817141,65.41318726,84.45025985,101.464544
272167968.8,631835937.5,588378906.3,51.69002256,60.27100279,81.89770125,93.81663457
275488281.3,631835937.5,588378906.3,51.69002399,60.271149,81.89844594,93.81664185
272167968.8,741601562.5,588378906.3,51.69018498,60.4204665,82.64781833,93.83425381
272167968.8,631835937.5,1266113281,53.36798395,75.06990174,90.3533616,117.1750875
275488281.3,741601562.5,1266113281,53.36805271,75.5003897,91.63647257,117.2170168
222167968.8,531835937.5,1338378906,53.44035593,75.38808816,89.11446441,116.3333897
125488281.3,531835937.5,1338378906,53.4403462,75.37513779,89.07935855,116.2942303
222167968.8,641601562.5,1338378906,53.44044359,76.03090403,90.85552718,118.1615337
222167968.8,531835937.5,1016113281,53.03072259,70.7351221,87.10972846,110.1564645
125488281.3,641601562.5,1016113281,53.03082881,71.18315508,88.62206703,110.201993
122167968.8,731835937.5,838378906.3,52.65610502,67.69019688,87.49121369,104.2506947
225488281.3,731835937.5,838378906.3,52.65611539,67.69732313,87.52222393,104.2507401
122167968.8,441601562.5,838378906.3,52.65570119,66.70089287,83.6735747,104.1472245
122167968.8,731835937.5,516113281.3,51.21052811,57.66721884,80.36233764,90.24896696
225488281.3,441601562.5,516113281.3,51.20980152,57.18736264,77.8760188,90.18965017
115917968.8,544335937.5,1244628906,53.3446014,74.29476576,88.83047924,115.7932092
169238281.3,544335937.5,1244628906,53.34459479,74.30108817,88.84899234,115.8152766
115917968.8,754101562.5,1244628906,53.34475086,75.22292365,91.56435913,116.6742294
115917968.8,544335937.5,1297363281,53.40028372,74.96739674,89.10655257,116.2071938
169238281.3,754101562.5,1297363281,53.4004205,75.94906712,91.90631831,117.9993966
215917968.8,744335937.5,744628906.3,52.37804222,65.31128345,86.12094075,100.662875
269238281.3,744335937.5,744628906.3,52.37806244,65.314523,86.13592841,100.6630024
215917968.8,554101562.5,744628906.3,52.37780359,64.89126657,84.29447034,100.6172966
215917968.8,744335937.5,797363281.3,52.54334848,66.70794856,87.00588697,102.7240052
269238281.3,554101562.5,797363281.3,52.54314891,66.24833334,85.09657854,102.6749303
265917968.8,444335937.5,1494628906,53.57164592,76.20785443,87.79538077,115.7372271
119238281.3,444335937.5,1494628906,53.57162193,76.18510304,87.74302132,115.6869536
265917968.8,454101562.5,1494628906,53.57165784,76.3199358,88.04831878,115.9609783
265917968.8,444335937.5,547363281.3,51.43479327,58.37936218,78.77349022,91.7729504
119238281.3,454101562.5,547363281.3,51.43480537,58.40295598,78.88763666,91.77630823
165917968.8,644335937.5,994628906.3,52.99325165,70.79583925,88.46744652,109.5314207
219238281.3,644335937.5,994628906.3,52.99326386,70.80069647,88.48531625,109.5315107
165917968.8,654101562.5,994628906.3,52.99326022,70.82735126,88.57923743,109.5345708
165917968.8,644335937.5,1047363281,53.08250556,71.7578515,88.94354501,111.157135
219238281.3,654101562.5,1047363281,53.08252585,71.79679223,89.07695873,111.160561
190917968.8,494335937.5,619628906.3,51.85851178,61.02432786,81.17867428,95.24032762
244238281.3,494335937.5,619628906.3,51.85852865,61.02689982,81.19095744,95.24042291
190917968.8,604101562.5,619628906.3,51.85875074,61.28552403,82.41206972,95.27034722
190917968.8,494335937.5,1422363281,53.51472444,76.00653354,88.70444889,116.2313914
244238281.3,604101562.5,1422363281,53.51483585,76.80683688,90.72307786,118.215439
290917968.8,694335937.5,1119628906,53.19018398,73.16159506,90.1422308,113.2857945
144238281.3,694335937.5,1119628906,53.19014265,73.14596956,90.0888544,113.2854425
290917968.8,404101562.5,1119628906,53.18984637,71.46684063,85.06826095,111.4290626
290917968.8,694335937.5,922363281.3,52.85288735,69.50661756,88.28213885,107.1894812
144238281.3,404101562.5,922363281.3,52.85242886,68.17884228,83.62816696,107.0546389
240917968.8,594335937.5,869628906.3,52.7340785,68.07230944,86.54759269,105.338283
294238281.3,594335937.5,869628906.3,52.73410116,68.07649882,86.56412443,105.3384556
240917968.8,504101562.5,869628906.3,52.73394871,67.72269267,85.23688944,105.3020795
240917968.8,594335937.5,672363281.3,52.10405333,62.93965979,83.4697192,97.61858306
294238281.3,504101562.5,672363281.3,52.10389913,62.70114168,82.39663495,97.59171782
140917968.8,794335937.5,1369628906,53.46933114,76.99628381,92.6811033,119.7436458
194238281.3,794335937.5,1369628906,53.46933595,77.0033134,92.70251978,119.7436933
140917968.8,704101562.5,1369628906,53.46928821,76.6743688,91.75703707,119.1826483
140917968.8,794335937.5,1172363281,53.25972587,74.27282615,91.44447992,114.777256
194238281.3,704101562.5,1172363281,53.25968075,74.01194185,90.59971906,114.7515965
128417968.8,419335937.5,807128906.3,52.5708484,65.85759175,82.83151591,102.9783656
131738281.3,419335937.5,807128906.3,52.57084762,65.85781429,82.83237485,102.9783595
128417968.8,579101562.5,807128906.3,52.57115802,66.55835794,85.51523108,103.0523937
128417968.8,419335937.5,1109863281,53.17617681,71.4582967,85.37555651,111.7274016
131738281.3,579101562.5,1109863281,53.17639284,72.53384779,88.55162556,112.9633569
228417968.8,619335937.5,1307128906,53.4101396,75.53454931,90.38861218,117.6034971
231738281.3,619335937.5,1307128906,53.41014078,75.53498902,90.3898872,117.6050082
228417968.8,779101562.5,1307128906,53.41023181,76.16524828,92.22685767,118.2467347
228417968.8,619335937.5,609863281.3,51.80812161,60.98840864,82.32418653,94.82307128
231738281.3,779101562.5,609863281.3,51.80834214,61.21114072,83.42428981,94.84898426
278417968.8,519335937.5,557128906.3,51.49953404,58.93570589,80.00656336,92.27964655
181738281.3,519335937.5,557128906.3,51.49950134,58.93175201,79.98636166,92.27948082
278417968.8,679101562.5,557128906.3,51.49987096,59.20697684,81.37807876,92.31211936
278417968.8,519335937.5,859863281.3,52.71025176,67.57892227,85.38700393,104.9623332
181738281.3,679101562.5,859863281.3,52.71041631,68.08325071,87.33395526,105.0152396
178417968.8,719335937.5,1057128906,53.09803447,72.16692053,89.84289802,111.4734336
281738281.3,719335937.5,1057128906,53.09806964,72.17716707,89.87978843,111.4737344
178417968.8,479101562.5,1057128906,53.09779289,71.12247936,86.43633417,111.3699487
178417968.8,719335937.5,1359863281,53.46044299,76.62114769,91.89228495,119.3173374
281738281.3,479101562.5,1359863281,53.46029094,75.21590844,88.14660841,115.4444925
153417968.8,569335937.5,1432128906,53.52284025,76.681941,90.1693969,117.6872306
256738281.3,569335937.5,1432128906,53.52286676,76.69710104,90.20916223,117.730254
153417968.8,429101562.5,1432128906,53.52269334,75.42113445,87.1309377,114.8217983
153417968.8,569335937.5,1234863281,53.33374731,74.31714331,89.2087383,116.1913125
256738281.3,429101562.5,1234863281,53.33360444,73.26294509,86.34978797,113.1689936
253417968.8,769335937.5,932128906.3,52.87329657,69.88034119,89.04172878,107.5345892
156738281.3,769335937.5,932128906.3,52.87327113,69.87242226,89.0097285,107.5344089
253417968.8,629101562.5,932128906.3,52.87318139,69.52266157,87.68531876,107.4982374
253417968.8,769335937.5,734863281.3,52.34457039,65.08048379,86.12688397,100.2730403
156738281.3,629101562.5,734863281.3,52.34439266,64.81882547,84.95951111,100.2449451
203417968.8,469335937.5,1182128906,53.27160849,72.93128988,87.03246813,113.7109602
206738281.3,469335937.5,1182128906,53.27160943,72.93168799,87.03359881,113.712284
203417968.8,729101562.5,1182128906,53.27184253,74.24239721,90.93171393,115.0235882
203417968.8,469335937.5,984863281.3,52.97537245,69.81676663,85.68474982,109.1418703
206738281.3,729101562.5,984863281.3,52.97565756,70.85409038,89.25887279,109.2460969
103417968.8,669335937.5,682128906.3,52.1449476,63.37750256,84.3219503,98.05602152
106738281.3,669335937.5,682128906.3,52.1449453,63.37764733,84.32270961,98.05600762
103417968.8,529101562.5,682128906.3,52.14471939,63.05675939,82.86999719,98.02027436
103417968.8,669335937.5,1484863281,53.56446453,77.80426785,91.84968499,119.5181046
106738281.3,529101562.5,1484863281,53.56436425,76.91788356,89.62660438,117.3544477
104980468.8,409960937.5,1127441406,53.2005749,71.61774311,85.2182882,111.6085701
233300781.3,409960937.5,1127441406,53.20057869,71.63199869,85.25832781,111.6549452
104980468.8,463476562.5,1127441406,53.20066632,72.09508364,86.54764785,113.0564486
104980468.8,409960937.5,1164550781,53.24949665,72.1320958,85.42298774,111.9503204
233300781.3,463476562.5,1164550781,53.24958875,72.64319965,86.81083782,113.4292233
204980468.8,609960937.5,627441406.3,51.89802646,61.55489751,82.65009477,95.62859459
133300781.3,609960937.5,627441406.3,51.8980195,61.55160971,82.63354199,95.62855229
204980468.8,663476562.5,627441406.3,51.89811101,61.64858858,83.10114384,95.63936374
204980468.8,609960937.5,664550781.3,52.07046791,62.73297532,83.45750977,97.28260043
133300781.3,663476562.5,664550781.3,52.07053963,62.8314261,83.91563576,97.29405354
254980468.8,509960937.5,1377441406,53.47615782,75.66958743,88.87317365,116.2225844
283300781.3,509960937.5,1377441406,53.47616997,75.67368718,88.88376267,116.2339389
254980468.8,763476562.5,1377441406,53.47633036,77.00556909,92.47444614,119.9107722
254980468.8,509960937.5,914550781.3,52.83602165,68.69718113,85.81855815,106.8595422
283300781.3,763476562.5,914550781.3,52.83629847,69.49598416,88.79546914,106.9410352
154980468.8,709960937.5,877441406.3,52.7527463,68.55315685,87.83914577,105.6461022
183300781.3,709960937.5,877441406.3,52.7527496,68.55525683,87.84792181,105.6461181
154980468.8,563476562.5,877441406.3,52.75259026,68.13149988,86.20865931,105.6025558
154980468.8,709960937.5,1414550781,53.50835171,77.22671767,92.04946624,119.5699462
183300781.3,563476562.5,1414550781,53.50826021,76.45835334,90.00656019,117.4698478
179980468.8,559960937.5,502441406.3,51.10180821,56.89672042,78.76774387,89.51011143
158300781.3,559960937.5,502441406.3,51.10180568,56.89600259,78.7637793,89.51009573
179980468.8,513476562.5,502441406.3,51.1016709,56.81287664,78.32899068,89.49971827
179980468.8,559960937.5,1039550781,53.06982128,71.28001109,87.7394356,110.8872001
158300781.3,513476562.5,1039550781,53.06976167,71.03832132,86.95883705,110.8633311
279980468.8,759960937.5,1002441406,53.00724099,71.27454825,89.73594763,109.8093932
258300781.3,759960937.5,1002441406,53.00723168,71.27253466,89.72832216,109.8093139
279980468.8,713476562.5,1002441406,53.00720956,71.15873211,89.3135227,109.7978456
279980468.8,759960937.5,539550781.3,51.38203183,58.62755594,81.30620396,91.44767811
258300781.3,713476562.5,539550781.3,51.38195631,58.57908135,81.05199635,91.44182347
229980468.8,459960937.5,752441406.3,52.40373482,64.74612616,82.97785536,100.8910851
108300781.3,459960937.5,752441406.3,52.40372936,64.73854324,82.94630257,100.8910506
229980468.8,613476562.5,752441406.3,52.40401307,65.26328841,85.11473808,100.9468566
229980468.8,459960937.5,789550781.3,52.52000199,65.67299442,83.4821665,102.3366375
108300781.3,613476562.5,789550781.3,52.52025924,66.21944163,85.65933281,102.3955555
129980468.8,659960937.5,1252441406,53.3532557,74.99223924,90.5845396,116.841156
208300781.3,659960937.5,1252441406,53.35326242,75.00166586,90.61371689,116.8411743
129980468.8,413476562.5,1252441406,53.3529927,73.29378764,85.96390866,112.853767
129980468.8,659960937.5,1289550781,53.39242716,75.48650617,90.79825671,117.7716335
208300781.3,413476562.5,1289550781,53.39217835,73.73963974,86.1547782,113.2103987
142480468.8,534960937.5,814941406.3,52.59295772,66.59807428,85.03074325,103.329295
270800781.3,534960937.5,814941406.3,52.59299016,66.60716138,85.06759892,103.3295193
142480468.8,688476562.5,814941406.3,52.59315138,67.03342933,86.7881146,103.3751991
142480468.8,534960937.5,1477050781,53.55840013,76.89271379,89.72343658,117.4161539
270800781.3,688476562.5,1477050781,53.55853544,77.83809843,92.12426518,119.783693
242480468.8,734960937.5,1314941406,53.41793172,76.12312504,91.84205771,118.4232604
170800781.3,734960937.5,1314941406,53.41791193,76.11382726,91.81364307,118.4230502
242480468.8,488476562.5,1314941406,53.41774142,74.78107451,88.1414262,115.2707681
242480468.8,734960937.5,977050781.3,52.96126166,70.7185112,89.24343328,108.9978898
170800781.3,488476562.5,977050781.3,52.96098248,69.78771107,85.98822048,108.9047416
292480468.8,434960937.5,564941406.3,51.54905337,58.98446993,79.07203999,92.63457104
220800781.3,434960937.5,564941406.3,51.54902469,58.98136475,79.05692344,92.63442316
292480468.8,588476562.5,564941406.3,51.54949192,59.35976298,80.91078324,92.67903244
292480468.8,434960937.5,727050781.3,52.31652742,63.96670253,82.14946085,99.85718047
220800781.3,588476562.5,727050781.3,52.31681834,64.50893627,84.41523514,99.91652743
192480468.8,634960937.5,1064941406,53.11012945,72.03220443,88.98613595,111.679322
120800781.3,634960937.5,1064941406,53.11012957,72.02527777,88.96184816,111.6793765
192480468.8,788476562.5,1064941406,53.11023475,72.48365059,90.53884023,111.7237022
192480468.8,634960937.5,1227050781,53.32497684,74.5421034,90.13448554,116.1779088
120800781.3,788476562.5,1227050781,53.32506807,75.0741037,91.77016672,116.2298242
