method,Saltelli,num variables,3,num samples,500,
rotor_core_stiffness,bearing_stiffness,foundation_stiffness,P5,P6,P7,P8
284863281.3,597851562.5,1156738281,53.23974478,73.36463469,89.20663758,114.2844615
262792968.8,725585937.5,1135253906,53.21151708,73.50863737,90.57572029,113.735371
184863281.3,725585937.5,1135253906,53.21149137,73.50016621,90.54679558,113.7351391
262792968.8,797851562.5,1135253906,53.21155713,73.70623991,91.23634536,113.7545033
262792968.8,725585937.5,656738281.3,52.03615289,62.69089489,84.2397859,96.96239129
184863281.3,797851562.5,656738281.3,52.03620258,62.77956528,84.66630455,96.97276975
212792968.8,425585937.5,885253906.3,52.77057091,67.60864142,83.83422956,105.8039864
234863281.3,425585937.5,885253906.3,52.77057841,67.61048766,83.84065581,105.8040471
212792968.8,697851562.5,885253906.3,52.77095805,68.70457919,87.84547654,105.9170567
212792968.8,425585937.5,906738281.3,52.81889215,68.04263064,84.03899432,106.5433114
234863281.3,697851562.5,906738281.3,52.81927631,69.17715628,88.11456082,106.6595615
112792968.8,625585937.5,1385253906,53.4831417,76.49163053,90.82175028,118.2165807
134863281.3,625585937.5,1385253906,53.48313399,76.49446851,90.82981825,118.2258815
112792968.8,497851562.5,1385253906,53.48303351,75.63442494,88.60282427,115.9826263
112792968.8,625585937.5,1406738281,53.50170873,76.73556345,90.92055215,118.3708709
134863281.3,497851562.5,1406738281,53.50159438,75.86656192,88.69800453,116.1599641
119042968.8,438085937.5,541503906.3,51.39478797,58.13804939,78.49747159,91.47817487
266113281.3,438085937.5,541503906.3,51.39481272,58.14376658,78.52656111,91.47832251
119042968.8,710351562.5,541503906.3,51.39546312,58.64590924,81.06716055,91.53941567
119042968.8,438085937.5,625488281.3,51.88789783,61.01872395,80.41638269,95.48609225
266113281.3,710351562.5,625488281.3,51.88848487,61.65643048,83.40804272,95.5585106
219042968.8,638085937.5,1041503906,53.07307873,71.63743934,88.83628266,110.9780956
166113281.3,638085937.5,1041503906,53.07306662,71.6323004,88.81810988,110.9780034
219042968.8,510351562.5,1041503906,53.07294058,71.05981481,86.93725443,110.9207171
219042968.8,638085937.5,1125488281,53.1981858,73.04634681,89.50478635,113.4315439
166113281.3,510351562.5,1125488281,53.1980465,72.40239184,87.51684907,113.3686762
269042968.8,538085937.5,791503906.3,52.52595515,66.04876566,84.79436681,102.445927
216113281.3,538085937.5,791503906.3,52.52593505,66.04510309,84.77926973,102.4457868
269042968.8,410351562.5,791503906.3,52.52567646,65.44546199,82.47733702,102.3818358
269042968.8,538085937.5,1375488281,53.4744517,75.86396063,89.41635347,116.7569119
216113281.3,410351562.5,1375488281,53.47427777,74.63351211,86.41218867,113.8790735
169042968.8,738085937.5,1291503906,53.39446577,75.81765962,91.710833,117.8496792
116113281.3,738085937.5,1291503906,53.39447237,75.81132193,91.69084845,117.8498312
169042968.8,610351562.5,1291503906,53.39438586,75.28299496,90.15424268,117.3204128
169042968.8,738085937.5,875488281.3,52.74816171,68.570567,88.06052828,105.5835935
116113281.3,610351562.5,875488281.3,52.74804673,68.24400405,86.775685,105.5503052
194042968.8,588085937.5,1166503906,53.25220167,73.45341483,89.09583645,114.5466348
141113281.3,588085937.5,1166503906,53.25219673,73.44750469,89.07718895,114.546617
194042968.8,660351562.5,1166503906,53.25225979,73.7661568,90.06199767,114.5770237
194042968.8,588085937.5,500488281.3,51.08585644,56.86098438,78.93652038,89.4129883
141113281.3,660351562.5,500488281.3,51.0860101,56.95341969,79.42752188,89.42470346
294042968.8,788085937.5,666503906.3,52.07920416,63.08171849,84.85980093,97.40004998
241113281.3,788085937.5,666503906.3,52.0791818,63.07898277,84.84627159,97.39992348
294042968.8,460351562.5,666503906.3,52.07866839,62.37361929,81.61727051,97.32048081
294042968.8,788085937.5,1000488281,53.00382019,71.30129731,89.953644,109.7544014
241113281.3,460351562.5,1000488281,53.00346538,70.03989301,85.63425026,109.6283522
244042968.8,488085937.5,1416503906,53.50984652,75.89749379,88.56419594,116.0754655
191113281.3,488085937.5,1416503906,53.50982981,75.88965503,88.54469392,116.0552831
244042968.8,560351562.5,1416503906,53.5099148,76.467172,89.98398839,117.4557941
244042968.8,488085937.5,1250488281,53.35098868,73.99058197,87.82131433,114.7354086
191113281.3,560351562.5,1250488281,53.35104894,74.4783586,89.1626365,116.1687714
144042968.8,688085937.5,916503906.3,52.84039087,69.35469193,88.10627188,106.9894912
291113281.3,688085937.5,916503906.3,52.84043243,69.36664477,88.1538197,106.989794
144042968.8,760351562.5,916503906.3,52.84044683,69.52048789,88.74839013,107.006414
144042968.8,688085937.5,750488281.3,52.39761523,65.36815033,85.76449146,100.88655
291113281.3,760351562.5,750488281.3,52.39772752,65.50216618,86.36031991,100.9003807
131542968.8,513085937.5,1479003906,53.55987755,76.73050117,89.29299571,117.0188513
228613281.3,513085937.5,1479003906,53.55989096,76.74518281,89.32917546,117.0558066
131542968.8,535351562.5,1479003906,53.55989767,76.91354529,89.73424202,117.433633
131542968.8,513085937.5,937988281.3,52.88501588,69.17158784,86.0654313,107.6463821
228613281.3,535351562.5,937988281.3,52.88506196,69.2849821,86.4617351,107.6571636
231542968.8,713085937.5,979003906.3,52.9648684,70.70123361,89.057695,109.0549664
128613281.3,713085937.5,979003906.3,52.96485409,70.69230389,89.02331565,109.0548907
231542968.8,735351562.5,979003906.3,52.96488437,70.75693783,89.26355607,109.0605536
231542968.8,713085937.5,1437988281,53.52772266,77.51529698,92.2254695,119.8025017
128613281.3,735351562.5,1437988281,53.5277197,77.59055578,92.43032556,120.0140744
281542968.8,413085937.5,1229003906,53.32697657,73.0223099,85.89316551,112.6870769
278613281.3,413085937.5,1229003906,53.32697527,73.0219293,85.89218028,112.6860116
281542968.8,635351562.5,1229003906,53.32722784,74.58196542,90.18508813,116.2290884
281542968.8,413085937.5,1187988281,53.27873354,72.49836004,85.68951438,112.3173884
278613281.3,635351562.5,1187988281,53.27899228,73.99547038,89.92491118,115.1482082
181542968.8,613085937.5,729003906.3,52.32378808,64.62133491,84.70275979,100.0027715
178613281.3,613085937.5,729003906.3,52.32378755,64.62116401,84.7019786,100.0027683
181542968.8,435351562.5,729003906.3,52.32343409,64.0135166,82.15733602,99.93662649
181542968.8,613085937.5,687988281.3,52.16871231,63.44592769,83.95070227,98.29396183
178613281.3,435351562.5,687988281.3,52.16833174,62.88739362,81.51617945,98.23208515
156542968.8,463085937.5,854003906.3,52.69558359,67.16957715,84.29262478,104.7242809
153613281.3,463085937.5,854003906.3,52.69558353,67.16935825,84.2917999,104.7242809
156542968.8,485351562.5,854003906.3,52.69562724,67.28433817,84.70958291,104.7362299
156542968.8,463085937.5,812988281.3,52.58739823,66.24122863,83.81585598,103.2235483
153613281.3,485351562.5,812988281.3,52.58744439,66.34810231,84.21964131,103.234836
256542968.8,663085937.5,1354003906,53.45505735,76.32585927,91.22907878,118.5921188
253613281.3,663085937.5,1354003906,53.45505616,76.32545507,91.22791465,118.5907487
256542968.8,685351562.5,1354003906,53.45507054,76.42338353,91.50372269,118.8896236
256542968.8,663085937.5,1312988281,53.41597652,75.81764195,91.01466224,118.2927992
253613281.3,685351562.5,1312988281,53.41598892,75.91133415,91.28491862,118.3568109
206542968.8,563085937.5,604003906.3,51.7767224,60.67930984,81.6460143,94.53760801
103613281.3,563085937.5,604003906.3,51.77672757,60.67493774,81.62357464,94.53761967
206542968.8,785351562.5,604003906.3,51.77705957,61.0144766,83.29798486,94.57669509
206542968.8,563085937.5,1062988281,53.10704302,71.69821149,87.98300302,111.5915524
103613281.3,785351562.5,1062988281,53.10722193,72.4335013,90.46458172,111.6650841
106542968.8,763085937.5,1104003906,53.1682211,73.08592725,90.62626162,112.8592051
203613281.3,763085937.5,1104003906,53.16821638,73.09547677,90.66067613,112.8590617
106542968.8,585351562.5,1104003906,53.16808953,72.46710436,88.59321111,112.7987457
106542968.8,763085937.5,562988281.3,51.53744728,59.51427221,82.00755629,92.61132545
203613281.3,585351562.5,562988281.3,51.53715136,59.27925382,80.81055432,92.58276968
109667968.8,456835937.5,1275878906,53.37809465,74.01923406,87.19420543,114.1722167
287988281.3,456835937.5,1275878906,53.37812385,74.04236772,87.25536847,114.2392164
109667968.8,666601562.5,1275878906,53.37829145,75.33274341,90.79613226,117.4352115
109667968.8,456835937.5,703613281.3,52.22986179,63.4175557,82.14859599,98.90077925
287988281.3,666601562.5,703613281.3,52.23027407,64.01864419,84.77040675,98.96608207
209667968.8,656835937.5,775878906.3,52.47891314,65.98115184,85.92071519,101.8792898
187988281.3,656835937.5,775878906.3,52.47890749,65.97975938,85.91454553,101.8792536
209667968.8,466601562.5,775878906.3,52.47860725,65.36797526,83.41871395,101.8137372
209667968.8,656835937.5,1203613281,53.29777225,74.30354345,90.2728979,115.5725295
187988281.3,466601562.5,1203613281,53.29757868,73.19807232,87.0841294,113.8225881
259667968.8,556835937.5,1025878906,53.04728425,71.03372234,87.60535053,110.4693419
237988281.3,556835937.5,1025878906,53.04727569,71.03157385,87.59804563,110.469265
259667968.8,566601562.5,1025878906,53.04729534,71.07846802,87.75387883,110.4738003
259667968.8,556835937.5,1453613281,53.5401688,76.8367349,90.08060599,117.6764044
237988281.3,566601562.5,1453613281,53.54016806,76.90153723,90.24300057,117.8340858
159667968.8,756835937.5,525878906.3,51.28408371,58.08347811,80.82256744,90.75384265
137988281.3,756835937.5,525878906.3,51.28408438,58.08275702,80.81847172,90.75384093
159667968.8,766601562.5,525878906.3,51.28409718,58.09245351,80.87015148,90.75494881
159667968.8,756835937.5,953613281.3,52.91647404,70.29156748,89.15287623,108.2428492
137988281.3,766601562.5,953613281.3,52.91648132,70.3110057,89.22650456,108.2450089
184667968.8,506835937.5,900878906.3,52.80611268,68.39498904,85.60325487,106.3916609
112988281.3,506835937.5,900878906.3,52.80611779,68.38938057,85.58224816,106.391729
184667968.8,716601562.5,900878906.3,52.80635155,69.09023532,88.20027298,106.4629769
184667968.8,506835937.5,578613281.3,51.63274869,59.67200194,80.3923722,93.32029362
112988281.3,716601562.5,578613281.3,51.63316287,60.03510956,82.19445617,93.36350551
284667968.8,706835937.5,1400878906,53.49678208,77.07460511,92.00071838,119.4997305
212988281.3,706835937.5,1400878906,53.49675418,77.06439718,91.97149604,119.4655907
284667968.8,516601562.5,1400878906,53.49664621,75.98209083,89.11694217,116.5483201
284667968.8,706835937.5,1078613281,53.13103255,72.51547023,89.94081314,112.1065493
212988281.3,516601562.5,1078613281,53.13082791,71.71113871,87.32582651,112.0277636
234667968.8,406835937.5,650878906.3,52.00900499,61.67261594,80.32816814,96.60937649
162988281.3,406835937.5,650878906.3,52.00898713,61.66881563,80.31145462,96.60926405
234667968.8,416601562.5,650878906.3,52.00904027,61.71875501,80.52565996,96.61455775
234667968.8,406835937.5,1328613281,53.43089811,74.09834316,86.13332187,113.3810334
162988281.3,416601562.5,1328613281,53.43089632,74.207337,86.39210025,113.6217176
134667968.8,606835937.5,1150878906,53.23210646,73.30030197,89.24038885,114.1268621
262988281.3,606835937.5,1150878906,53.23213422,73.31457062,89.28619038,114.1270894
134667968.8,616601562.5,1150878906,53.23211472,73.34354256,89.37459561,114.131073
134667968.8,606835937.5,828613281.3,52.63023779,67.15886528,86.1431875,103.8610022
262988281.3,616601562.5,828613281.3,52.63027774,67.19578694,86.29262344,103.8641091
147167968.8,581835937.5,713378906.3,52.26700059,64.10511449,84.08327363,99.35221012
200488281.3,581835937.5,713378906.3,52.26700788,64.10812362,84.09710305,99.35225368
147167968.8,491601562.5,713378906.3,52.26682844,63.82806569,82.8917165,99.32184276
147167968.8,581835937.5,891113281.3,52.7842565,68.49367037,86.61101721,106.0864537
200488281.3,491601562.5,891113281.3,52.78413152,68.11755498,85.2390392,106.047359
247167968.8,781835937.5,1213378906,53.30933893,74.87042839,91.66678449,115.8705594
100488281.3,781835937.5,1213378906,53.30933365,74.8539243,91.61149573,115.8706585
247167968.8,691601562.5,1213378906,53.30928891,74.58203483,90.75979057,115.8429415
247167968.8,781835937.5,1391113281,53.48836302,77.23092616,92.71983012,120.2268182
100488281.3,691601562.5,1391113281,53.48831437,76.87166526,91.70281266,119.1571519
297167968.8,481835937.5,963378906.3,52.93517676,69.50635062,85.7809808,108.4613578
250488281.3,481835937.5,963378906.3,52.93515643,69.50199275,85.76619702,108.4611798
297167968.8,791601562.5,963378906.3,52.93548816,70.57538204,89.58732041,108.5692744
297167968.8,481835937.5,1141113281,53.21914441,72.45609116,87.09338796,113.6934989
250488281.3,791601562.5,1141113281,53.21938365,73.78403772,91.22503417,113.9166737
197167968.8,681835937.5,1463378906,53.54792038,77.65027638,91.95321102,119.5732353
150488281.3,681835937.5,1463378906,53.54791423,77.64348412,91.93449789,119.5521845
197167968.8,591601562.5,1463378906,53.54786438,77.16081519,90.68146823,118.2952283
197167968.8,681835937.5,641113281.3,51.96426479,62.12334721,83.55740191,96.26023511
