method,latin,num variables,4,num samples,2000,criterion,default
Material Coefficient,Iron Temperature,Length of Strip,Gap,Width of Strip
7.200303754360146e-06,153.5613921809009,33.998262954727416,2.3801121887649797,0.44954939086515167
7.078253495705554e-06,157.7919731846465,33.99885127027007,2.411096131415752,0.45062148807879077
7.047526348157627e-06,152.1797857228729,34.000108310072555,2.2992678489941936,0.4506359464017777
7.17299144931703e-06,148.8314121628356,33.9969838183373,2.2786562029326993,0.45053974695075216
7.226643343803195e-06,150.86662172954573,33.99514289443795,2.338253098567718,0.4495618201586964
7.141760776486091e-06,150.30360173045602,34.00243504966556,2.2963439371786625,0.4505592988347914
7.290687196211383e-06,151.90026089752246,34.00342282046938,2.3777592364357347,0.4498921077315319
7.25644009743244e-06,149.77254578187575,33.99865049543184,2.321642227558608,0.4507863057155645
7.208155557605839e-06,152.06231965430635,33.99710345333363,2.345123009298873,0.45139748586940287
7.0802278473691635e-06,157.0955692108494,34.00414927968384,2.3999185304126898,0.4506120628722102
7.256634722583113e-06,154.82913181095935,33.9964809848019,2.418249362540669,0.4502712972719437
7.267401495639419e-06,151.4117968250681,34.00122388854468,2.355696999782489,0.4508545214951711
7.302595108347033e-06,152.04479218319608,34.00143137667013,2.379477834375768,0.45076151078687277
7.278803580499563e-06,152.85569207093775,34.00430871152073,2.389506382205158,0.45033922199235554
7.200260614320282e-06,147.73698284457936,34.000354289654034,2.2717997766729696,0.4496975191021668
7.1845552359268736e-06,149.41300059583153,34.004779592516286,2.292689543809068,0.4508170478841366
7.1220547498885046e-06,155.15789964859056,34.004378103364786,2.3782421669194824,0.4507019507909155
7.0218525714364825e-06,159.99370430648978,33.99911148339065,2.432533317696509,0.45044478101729
7.297917585088566e-06,151.73168017002965,34.00240283793926,2.369532891394686,0.4512743219265981
7.2277030937417895e-06,151.42757350618274,34.00195231214906,2.3473335615926954,0.45006475703726095
7.045956447058658e-06,158.04411113017372,34.00197188509639,2.40286395170516,0.4510395616647507
7.165103420729159e-06,150.09581249529788,33.99669204668553,2.296441660079352,0.4511107134120489
7.139154752587594e-06,153.6326818056813,34.00086683499226,2.3533674270059604,0.451116135038664
7.001136202256438e-06,151.92670255564946,34.001390372875065,2.2830014105734766,0.44999604548626715
7.1791838687096605e-06,150.62341706558004,33.99824454382839,2.312080299340025,0.4508745816004872
7.071615762184106e-06,151.95667789505524,33.99158110541551,2.299034112354072,0.4512025253672348
7.107120218603553e-06,150.86753380595934,33.99874205827509,2.2935517589427907,0.45084217513618263
7.17964605749536e-06,153.14069290853686,34.00336102754707,2.367424329237924,0.44932200658196275
7.2169059888709206e-06,147.14833312665104,34.000457846642526,2.2619544430063296,0.4505305751104164
7.394118487062949e-06,149.18842304226217,33.99845599573636,2.3576318805791296,0.45020458269582125
7.387555905998713e-06,149.87225269756993,33.99402720489391,2.3675684702189708,0.4502662698729239
6.961913597542551e-06,156.9934483931027,33.998585204237315,2.35777766242811,0.45050523842860013
7.159185679711579e-06,146.61934457488198,34.00789297160464,2.2323860680397085,0.4510829706024693
7.142077769660607e-06,151.36890233905888,34.008486214728414,2.3172134582951904,0.4504777528820755
7.176080398594704e-06,155.43267406010722,34.00888789799689,2.399760263240983,0.4511185620447111
7.334026081486435e-06,151.11866473853493,34.002029712997945,2.3776148463692524,0.44976949358851437
7.082588545849197e-06,155.64529538810754,33.991996358275465,2.375842379581526,0.45000931762418384
7.0577781204109565e-06,155.12844959709747,33.994834323121545,2.3588648282786595,0.44994876020648406
7.102192962941217e-06,154.4092997140732,34.00073789873861,2.3554763107788284,0.4510824168570017
7.173896300510433e-06,155.19250645615085,34.00184724713912,2.393225526478752,0.45119313193041244
7.242981300408553e-06,145.35348761633495,34.01103164012472,2.2357624694725637,0.4510139686712176
7.214138127450467e-06,150.6901926061548,34.005873454771326,2.331035639945137,0.4498262549170447
7.07282410004477e-06,154.15364749372728,34.003719142054635,2.344006372469247,0.45060248866460106
7.320006403618346e-06,149.75350183145315,33.99975087409142,2.33988107142694,0.45115096600532234
7.243954896962771e-06,152.23668871929118,33.99280863991678,2.3661818344709076,0.45010525030926585
7.326242514460485e-06,147.53259236022618,34.0004108914414,2.304461748539525,0.4503308917211841
7.0815578514871665e-06,155.96688453434473,34.005005173007405,2.382383482263962,0.4501573288306892
7.2528787642388795e-06,149.02589627348473,33.99950507550389,2.3068009477202076,0.4507729648789119
7.020815566867818e-06,158.29829877894863,33.996817901134214,2.3988823153214227,0.45089951325654776
7.305414461814393e-06,149.99927131592915,33.99462942932177,2.344292112400835,0.45015412864829735
7.043550474447912e-06,151.6653135623444,33.99956080942636,2.2870414881432035,0.4509432648351347
7.226218168687898e-06,151.0873443186071,34.00309520607818,2.3412024471250534,0.4499668301864135
7.311229126265826e-06,147.08278895930198,34.001628436599,2.2953468898216256,0.4495685708203303
7.135953013981751e-06,155.7069528014305,33.99826778043371,2.3979653051228835,0.44959488012534654
7.235946287395942e-06,152.54681445499853,34.008592202231924,2.3680322192939403,0.45076963458592617
7.101832431417083e-06,156.1904861528691,34.00014719135003,2.39435894791192,0.44982656423407136
7.146724415046968e-06,153.6778622824248,34.00300450725041,2.360826834166731,0.4503823121182235
7.082403865832267e-06,158.3792661253137,34.00287906095418,2.4224339822196965,0.4508669934775211
7.3172185830930925e-06,148.0475975547545,34.000614559611215,2.312807122466793,0.4500422478517588
7.264081971049408e-06,149.6714236188493,33.99730542027013,2.3220556037458446,0.45077937133250623
7.1260264770880265e-06,150.69504848958923,33.99701669092848,2.297835934102919,0.4505346542451669
7.130650965704324e-06,154.52708789125833,33.99093822148095,2.3653503627665935,0.4511496305221553
7.179060317050778e-06,153.9514673583682,34.00139922380885,2.373445117546885,0.4509291135927065
7.15843348264736e-06,153.1565696145908,34.00051131802985,2.3535250397310037,0.4506204958381271
7.204221166400945e-06,155.04784443831818,34.00002532445431,2.4038049298039645,0.4505567024771342
7.274602273610177e-06,152.29144406186958,34.00210111602359,2.3667530911317165,0.4523421141044308
7.3147877967302026e-06,148.42199501059156,34.0032728428807,2.315720407434182,0.4507644020125009
7.052713146798274e-06,157.5581921944612,33.998640141035246,2.3973661540272317,0.45076637949279275
7.130019392864299e-06,147.9614934174092,33.996683842983934,2.249231362074388,0.4505041778045447
7.140877300931592e-06,152.0803838814411,34.00371100912116,2.331577990095768,0.45002099441908366
7.166212631645701e-06,146.40465909075405,34.002725961042046,2.22785093591379,0.45150897288895253
7.2167374514411656e-06,150.05107692041065,33.99584960122006,2.313578593557705,0.45081243099393
7.026835714878873e-06,159.21459937984426,34.00482077405289,2.4231765973331325,0.45004451577567733
7.030686603762817e-06,158.9434947173906,33.995888430565174,2.417849253816719,0.4501351586484128
7.133205968530954e-06,152.79113953279278,33.99772314752658,2.345265888860593,0.4492551726148823
7.200946848122557e-06,154.61244288446684,34.00198049204652,2.3971389071155937,0.45014406478387503
7.144166820161631e-06,154.25898674370876,34.0005327888133,2.3707482654645546,0.4502962577368416
7.156517187028798e-06,157.78240434828191,34.004547832970275,2.441461088520165,0.4500558887194038
7.039979517438779e-06,152.45802936687033,33.99814951588318,2.3011524352026083,0.45071682000277735
7.1990326368562565e-06,150.62011293547158,34.0002877291586,2.322260489750709,0.450181426781325
7.1568530107251e-06,150.63024101022773,33.99829663807346,2.3070048346331506,0.4504868348907873
7.066052399557151e-06,152.19605682019727,34.00019095089975,2.304226237068049,0.4509081619219009
7.235203181667597e-06,150.98038637836913,34.00716420662043,2.3362109885239453,0.45121387113694067
7.001599654934382e-06,156.04821330949613,33.993848377900335,2.353917406430819,0.4504409071495094
7.083250830371774e-06,154.50489491522484,33.997653222473076,2.3551508078815093,0.45019219661470816
7.184900956563209e-06,153.9905798597922,33.999946608022945,2.3797532842825753,0.45019774579302874
7.211778384839167e-06,150.79496877004254,33.99600942819445,2.3274741150803493,0.45048119513848367
7.1337281188930545e-06,152.1718322884215,34.0025328193225,2.3306083337913646,0.45004995639648027
7.186307526129218e-06,153.88831402869533,33.999192833083306,2.381878420876275,0.44950752293743235
7.312037724428735e-06,150.2674130805437,33.99795748308478,2.350890744975367,0.45034955590310566
7.1040932000323535e-06,153.15040680038194,33.993986759759565,2.334309439476172,0.4506863608218518
7.188986784659962e-06,152.329866798034,33.99459586440893,2.3498237855940185,0.45017610531823415
7.183648475151914e-06,149.46372692767324,34.002996048526114,2.2958944865068083,0.4502672071623978
7.074348578010443e-06,151.89414592175854,34.00241969727372,2.3058056721614553,0.4501165549787631
7.1437216628720356e-06,151.1333837357971,34.002345650884074,2.311963358496995,0.45060020035038084
7.1244581806714045e-06,151.9905150279495,33.998819025954596,2.3213393636135193,0.4505180064974927
