P5,P8,P7,P6
52.92413276951605,110.0286697653013,86.0992204060684,70.30248346066615
52.92414935389165,110.02896860722771,86.0992204060684,70.31079434146928
52.92411175627665,110.07386504382808,86.87587909813217,70.56073263420052
53.35421323368482,110.44399616320075,87.18211419786029,71.42112720062929
53.3541486465669,110.44399616320075,87.93930923532703,71.42112720062929
51.801561234168766,108.52395174857143,86.01926482069771,69.50108278599997
51.801561234168766,108.52395174857143,86.01926482069771,69.50108278599997
51.801561234168766,108.52395174857143,86.01926482069771,69.50108278599997
52.801561234168766,108.52395174857143,87.41477149444773,69.50108278599997
52.801561234168766,108.52395174857143,88.01926482069771,69.50108278599997
53.23311531277544,110.44399616320075,87.93930923532703,71.42112720062929
53.232854141492545,110.44399616320075,87.93930923532703,71.42112720062929
53.232992709381826,110.44399616320075,87.93930923532703,71.42112720062929
52.13837753479377,108.52395174857143,86.01926482069771,69.50108278599997
52.13826016854377,108.52395174857143,86.01926482069771,69.50108278599997
52.556448980418764,108.52395174857143,86.58812672569769,69.50108278599997
52.55641712604377,108.52395174857143,86.58583585319771,69.50108278599997
52.555826418543774,108.52395174857143,86.01926482069771,69.50108278599997
53.11348265460081,110.44399616320075,87.93930923532703,71.42112720062929
53.112857923742276,110.44399616320075,86.0992204060684,71.42112720062929
52.075451816668775,108.52395174857143,86.01926482069771,69.50108278599997
52.075359279168765,108.52395174857143,86.01926482069771,69.50108278599997
52.07515899416876,108.52395174857143,86.01926482069771,69.50108278599997
53.24573930141643,110.44399616320075,87.93930923532703,71.42112720062929
53.24563219904612,110.44399616320075,87.24615515440162,71.42112720062929
53.0970054630236,110.44399616320075,87.93930923532703,71.42112720062929
53.096573337713004,110.44399616320075,87.93930923532703,71.42112720062929
53.09699075611364,110.44399616320075,87.93930923532703,71.42112720062929
52.59857573604377,108.52395174857143,87.01926482069771,69.50108278599997
52.59808636916877,108.52395174857143,86.18517202944771,69.50108278599997
52.801561234168766,108.52395174857143,86.01926482069771,69.50108278599997
52.801561234168766,108.52395174857143,86.01926482069771,69.50108278599997
52.801561234168766,108.52395174857143,88.01926482069771,69.50108278599997
51.801561234168766,108.52395174857143,86.01926482069771,69.50108278599997
51.801561234168766,108.52395174857143,86.01926482069771,69.50108278599997
53.34314795726478,110.44399616320075,87.93930923532703,71.42112720062929
53.34338976391286,110.44399616320075,87.93930923532703,71.42112720062929
53.343331779263686,110.44399616320075,87.93930923532703,71.42112720062929
52.945608978718035,110.44399616320075,87.93930923532703,71.42112720062929
52.94553156388088,110.44399616320075,87.5741362686564,71.01997644713863
51.801561234168766,108.52395174857143,86.01926482069771,69.50108278599997
51.801561234168766,108.52395174857143,86.01926482069771,69.50108278599997
51.801561234168766,108.52395174857143,86.01926482069771,69.50108278599997
52.49890367666877,108.52395174857143,86.01926482069771,69.50108278599997
52.499130966043765,108.52395174857143,86.01926482069771,69.50108278599997
52.97133887238925,110.44399616320075,87.93930923532703,71.42112720062929
52.971380821814336,110.44399616320075,87.93930923532703,71.42112720062929
52.9709777526564,110.44399616320075,86.0992204060684,70.67981167606213
53.215472871721474,110.44399616320075,87.93930923532703,71.42112720062929
53.215206539564434,110.44399616320075,87.01926482069771,71.42112720062929
52.65030851791877,108.52395174857143,86.01926482069771,69.50108278599997
52.65056432979377,108.52395174857143,86.01926482069771,69.50108278599997
52.65045968541877,108.52395174857143,86.01926482069771,69.50108278599997
52.89641767991061,109.59966044386634,87.53407613062565,70.56456423363133
52.89644092713286,109.58842972045946,87.13247504845812,70.50108278599997
53.26295726962921,110.44399616320075,87.93930923532703,71.42112720062929
53.26305665685207,110.44399616320075,87.93930923532703,71.42112720062929
53.262716602686154,110.44399616320075,87.93930923532703,71.42112720062929
51.801561234168766,108.52395174857143,86.01926482069771,69.50108278599997
51.801561234168766,108.52395174857143,86.01926482069771,69.50108278599997
53.13354653007317,110.44399616320075,87.93930923532703,71.42112720062929
53.1340415979223,110.44399616320075,87.93930923532703,71.42112720062929
53.1338876491905,110.44399616320075,87.93930923532703,71.42112720062929
52.801561234168766,108.52395174857143,86.01926482069771,69.50108278599997
52.801561234168766,108.52395174857143,88.01926482069771,69.50108278599997
52.21484713604376,108.52395174857143,86.01926482069771,69.50108278599997
52.21471243479377,108.52395174857143,86.01926482069771,69.50108278599997
52.21464594166876,108.52395174857143,86.01926482069771,69.50108278599997
53.32876683272405,110.44399616320075,87.93930923532703,71.42112720062929
53.32926981583027,110.44399616320075,87.93930923532703,71.42112720062929
53.36752080382532,110.44399616320075,87.01926482069771,71.42112720062929
53.36734776819712,110.44399616320075,87.01926482069771,71.42112720062929
53.3674049098556,110.44399616320075,87.93930923532703,71.42112720062929
53.075129574452326,110.44399616320075,86.0992204060684,71.42112720062929
53.07466236727316,110.44399616320075,87.22956220973651,71.42112720062929
