# Design Points of Design of Experiments
# Custom
# ,P1 - Young's Modulus Y direction (Pa) ,P3 - foundation stiffnez,P10 - bearings,P4 - Total Deformation Reported Frequency (Hz) ,P5 - Total Deformation 2 Reported Frequency (Hz) ,P6 - Total Deformation 3 Reported Frequency (Hz) ,P7 - Total Deformation 4 Reported Frequency (Hz) ,P8 - Total Deformation 5 Reported Frequency (Hz) ,P9 - Total Deformation 6 Reported Frequency (Hz) 
Name,P1,P3,P10,P4,P5,P6,P7,P8,P9
208,219042968.75,1041503906.25,510351562.5,0,53.072940580498226,71.059814813893979,86.937254431790123,110.92071709283188,113.47171632658018
209,219042968.75,1125488281.25,638085937.5,0,53.198185801400236,73.046346811961087,89.504786347789221,113.43154388640482,116.52933889481795
210,166113281.25,1125488281.25,510351562.5,0,53.198046496338229,72.4023918419235,87.51684907294495,113.36867617239882,114.15622933718687
211,269042968.75,791503906.25,538085937.5,0,52.525955154272189,66.048765664993269,84.794366807640017,102.44592702159377,111.9659028493181
212,216113281.25,791503906.25,538085937.5,0,52.525935046134506,66.045103088584582,84.779269730592219,102.44578681702886,111.94012443700133
213,269042968.75,791503906.25,410351562.5,0,52.525676464332655,65.445461985418959,82.47733701872842,102.38183584240356,108.47974957590139
214,269042968.75,1375488281.25,538085937.5,0,53.474451701323943,75.863960634666029,89.416353467522413,116.75691190562878,119.76596546240573
215,216113281.25,1375488281.25,410351562.5,0,53.474277772468568,74.633512112548516,86.41218866773994,113.87907353410725,119.64545659833129
216,169042968.75,1291503906.25,738085937.5,0,53.394465774857437,75.8176596198958,91.710832999428391,117.84967921647818,119.06642097611663
217,116113281.25,1291503906.25,738085937.5,0,53.394472367692366,75.811321929172621,91.690848452165667,117.8498312087883,119.04108734148778
218,169042968.75,1291503906.25,610351562.5,0,53.394385859054815,75.2829949595083,90.15424267800266,117.32041281377647,117.80011985040008
219,169042968.75,875488281.25,738085937.5,0,52.748161713637884,68.570567003718025,88.060528283060478,105.58359349516638,116.02538821556389
220,116113281.25,875488281.25,610351562.5,0,52.748046727480379,68.244004046169366,86.77568500230096,105.55030524871252,114.04218875159742
221,194042968.75,1166503906.25,588085937.5,0,53.252201667706309,73.45341483059569,89.095836449036184,114.54663476872832,116.01108339617069
222,141113281.25,1166503906.25,588085937.5,0,53.252196725597166,73.447504692059312,89.077188952340023,114.54661698895035,115.98721709546263
223,194042968.75,1166503906.25,660351562.5,0,53.252259791604743,73.766156800196384,90.061997674917251,114.57702371776001,117.1611182046676
224,194042968.75,500488281.25,588085937.5,0,51.085856438079695,56.860984383809907,78.9365203810937,89.412988295044983,110.40077869600111
225,141113281.25,500488281.25,660351562.5,0,51.086010104541238,56.953419685456055,79.427521880043,89.424703456540541,111.72882043595399
226,294042968.75,666503906.25,788085937.5,0,52.079204158754813,63.081718494593822,84.859800928689623,97.400049977326034,115.09866470346041
227,241113281.25,666503906.25,788085937.5,0,52.0791817998963,63.078982766908382,84.846271589141992,97.399923480254088,115.06752251926821
228,294042968.75,666503906.25,460351562.5,0,52.078668393530357,62.373619287034046,81.617270511694471,97.320480811748709,108.85330525886413
229,294042968.75,1000488281.25,788085937.5,0,53.00382019496503,71.301297312254491,89.953643998600484,109.75440136646371,117.64215586322604
230,241113281.25,1000488281.25,460351562.5,0,53.003465379192782,70.039893006228937,85.634250261329669,109.62835221982922,111.90953262768522
231,244042968.75,1416503906.25,488085937.5,0,53.509846522014229,75.897493789091129,88.564195935924189,116.07546553242032,120.66161978883154
232,191113281.25,1416503906.25,488085937.5,0,53.509829807726248,75.889655027218765,88.544693923371355,116.05528308029044,120.66142079112952
233,244042968.75,1416503906.25,560351562.5,0,53.509914798913066,76.467172002221218,89.983988389836824,117.45579412623253,120.71666865634475
234,244042968.75,1250488281.25,488085937.5,0,53.350988684455075,73.9905819653986,87.821314326071359,114.73540864808935,116.6966558134047
235,191113281.25,1250488281.25,560351562.5,0,53.351048942791145,74.478358598534712,89.162636500279334,116.16877142597825,116.7450099516585
236,144042968.75,916503906.25,688085937.5,0,52.840390872818773,69.3546919290662,88.106271882274015,106.98949118871238,115.63697108062254
237,291113281.25,916503906.25,688085937.5,0,52.840432434174616,69.366644773139569,88.153819701740588,106.98979404084923,115.71434972413114
238,144042968.75,916503906.25,760351562.5,0,52.840446833878445,69.520487893659833,88.748390126576822,107.00641399785255,116.60771751751447
239,144042968.75,750488281.25,688085937.5,0,52.397615225521932,65.368150327338356,85.76449145885023,100.88655003904687,114.3203170230578
240,291113281.25,750488281.25,760351562.5,0,52.397727518754756,65.502166176887556,86.360319907255644,100.90038072416128,115.41369725098953
241,131542968.75,1479003906.25,513085937.5,0,53.559877546230673,76.7305011749113,89.292995709994827,117.01885126669251,122.05521476357445
242,228613281.25,1479003906.25,513085937.5,0,53.559890958693451,76.745182806478581,89.329175455897115,117.05580661007106,122.05530913115524
243,131542968.75,1479003906.25,535351562.5,0,53.559897671045341,76.913545293048784,89.7342420244224,117.43363304994369,122.07288465743481
244,131542968.75,937988281.25,513085937.5,0,52.885015875827158,69.1715878376373,86.065431297711058,107.6463821290281,112.6075635700054
245,228613281.25,937988281.25,535351562.5,0,52.885061958645494,69.284982104418276,86.461735101353113,107.65716361534821,113.14593341829845
246,231542968.75,979003906.25,713085937.5,0,52.96486839618197,70.701233605469653,89.057694997362063,109.05496641098986,116.5136554762576
247,128613281.25,979003906.25,713085937.5,0,52.964854087776338,70.6923038920096,89.023315645628813,109.05489068245697,116.46006503171988
248,231542968.75,979003906.25,735351562.5,0,52.964884372390181,70.756937829945414,89.263556066514369,109.06055364003009,116.8081612102759
249,231542968.75,1437988281.25,713085937.5,0,53.527722655845949,77.515296982905127,92.225469497151352,119.80250173872705,121.27371128560817
250,128613281.25,1437988281.25,735351562.5,0,53.527719701392222,77.5905557775054,92.430325563142063,120.01407436709765,121.28209155203344
251,281542968.75,1229003906.25,413085937.5,0,53.326976571533244,73.022309902992419,85.893165505066833,112.68707685987474,116.07704416256865
252,278613281.25,1229003906.25,413085937.5,0,53.326975266289509,73.021929300233722,85.892180277515081,112.68601162017021,116.07702896067738
253,281542968.75,1229003906.25,635351562.5,0,53.32722783788973,74.581965421757758,90.185088127263228,116.22908838959886,117.29653667618315
254,281542968.75,1187988281.25,413085937.5,0,53.27873354319609,72.498360035740944,85.68951437623025,112.31738844555292,115.00167574812011
255,278613281.25,1187988281.25,635351562.5,0,53.278992280975636,73.995470376197744,89.924911175393987,115.14820820404694,116.98851945529921
256,181542968.75,729003906.25,613085937.5,0,52.323788080513644,64.6213349111491,84.7027597940733,100.00277149128502,112.90773421967356
257,178613281.25,729003906.25,613085937.5,0,52.323787550078414,64.621164014336628,84.7019786040037,100.00276828851555,112.90621650358784
258,181542968.75,729003906.25,435351562.5,0,52.323434094536886,64.013516595469568,82.157336024107835,99.9366264939987,108.6428348297222
259,181542968.75,687988281.25,613085937.5,0,52.168712313709761,63.445927685663385,83.950702265691788,98.293961833899161,112.55951336440208
260,178613281.25,687988281.25,435351562.5,0,52.16833174360027,62.887393622444321,81.516179450670791,98.23208514581907,108.2458212128044
261,156542968.75,854003906.25,463085937.5,0,52.695583592109983,67.1695771508372,84.29262478058817,104.72428094710206,110.61766799481954
262,153613281.25,854003906.25,463085937.5,0,52.695583525137522,67.169358247205949,84.291799899610552,104.72428093847994,110.61641182008644
263,156542968.75,854003906.25,485351562.5,0,52.6956272367105,67.284338174403842,84.709582912789429,104.73622985116428,111.20662219477288
264,156542968.75,812988281.25,463085937.5,0,52.587398230186565,66.241228633035519,83.815855981460984,103.22354827162746,110.2398788043127
265,153613281.25,812988281.25,485351562.5,0,52.587444394213342,66.348102305941737,84.219641309767127,103.23483601351889,110.8351802971639
266,256542968.75,1354003906.25,663085937.5,0,53.455057352036526,76.325859271453226,91.2290787814552,118.59211878092101,119.33237767847884
267,253613281.25,1354003906.25,663085937.5,0,53.455056161474516,76.32545506840799,91.227914651171,118.59074872103535,119.3323629831556
268,256542968.75,1354003906.25,685351562.5,0,53.455070540392633,76.42338352563695,91.5037226916421,118.88962355875094,119.34197533706693
269,256542968.75,1312988281.25,663085937.5,0,53.415976522440317,75.817641949058142,91.014662239771383,118.29279918048894,118.3573227630643
270,253613281.25,1312988281.25,685351562.5,0,53.415988917720789,75.91133415343802,91.284918620862712,118.35681085537887,118.60219604618567
271,206542968.75,604003906.25,563085937.5,0,51.776722400423665,60.679309838437469,81.646014304934766,94.537608006936452,110.82981638558805
272,103613281.25,604003906.25,563085937.5,0,51.776727574155395,60.674937741188238,81.623574642020529,94.53761967295209,110.77814830321682
273,206542968.75,604003906.25,785351562.5,0,51.7770595670056,61.014476600055978,83.2979848600148,94.576695087317532,114.50226137260863
274,206542968.75,1062988281.25,563085937.5,0,53.1070430188418,71.698211486706214,87.983003022094252,111.5915523680295,114.73696359374098
275,103613281.25,1062988281.25,785351562.5,0,53.107221927156438,72.433501301181167,90.464581723479355,111.66508409099734,117.96186362919016
276,106542968.75,1104003906.25,763085937.5,0,53.168221098208029,73.085927254707215,90.626261622279145,112.85920510343341,118.0025586879494
277,203613281.25,1104003906.25,763085937.5,0,53.168216375741608,73.09547677231896,90.660676130537325,112.85906169608607,118.05225496511787
278,106542968.75,1104003906.25,585351562.5,0,53.168089525674318,72.467104361598018,88.593211105098746,112.7987457274585,115.43254798689745
279,106542968.75,562988281.25,763085937.5,0,51.537447276427528,59.5142722136627,82.007556292650889,92.611325446388,113.81134819762319
280,203613281.25,562988281.25,585351562.5,0,51.537151364734783,59.279253816978532,80.810554315114388,92.582769681309259,110.92849000573906
281,109667968.75,1275878906.25,456835937.5,0,53.378094648826604,74.019234063582928,87.194205426734456,114.17221673784582,117.30906672643873
282,287988281.25,1275878906.25,456835937.5,0,53.37812385301099,74.042367716741651,87.255368466489628,114.23921644829882,117.30932072244579
283,109667968.75,1275878906.25,666601562.5,0,53.378291445061087,75.332743410808916,90.79613225972308,117.43521146149021,118.01449765125571
284,109667968.75,703613281.25,456835937.5,0,52.229861790114718,63.417555695993485,82.1485959876415,98.900779247611567,109.01860232880762
285,287988281.25,703613281.25,666601562.5,0,52.230274069203453,64.018644186942282,84.770406750291485,98.966082072153853,113.67771192365744
286,209667968.75,775878906.25,656835937.5,0,52.478913143333358,65.981151837012959,85.920715191856459,101.8792898184919,114.06987160709119
287,187988281.25,775878906.25,656835937.5,0,52.478907487791368,65.979759378956274,85.914545529380376,101.87925362690144,114.05834614253071
288,209667968.75,775878906.25,466601562.5,0,52.4786072479515,65.367975259059932,83.418713950545907,101.81373717480697,110.01776409672777
289,209667968.75,1203613281.25,656835937.5,0,53.297772247805788,74.303543454930065,90.272897899212126,115.57252954758366,117.39309181102797
290,187988281.25,1203613281.25,466601562.5,0,53.297578677799457,73.1980723153917,87.084129396434733,113.82258810709352,115.46571791841664
291,259667968.75,1025878906.25,556835937.5,0,53.047284254894166,71.033722340169845,87.605350527236766,110.46934192181402,114.33719204512258
292,237988281.25,1025878906.25,556835937.5,0,53.047275686111796,71.031573846547843,87.598045634002844,110.46926497233594,114.32707788545218
293,259667968.75,1025878906.25,566601562.5,0,53.04729533636003,71.078468020939269,87.75387882665845,110.47380028294482,114.52761754735712
294,259667968.75,1453613281.25,556835937.5,0,53.540168800204434,76.8367349042914,90.080605991905657,117.67640438821554,121.5377484862876
295,237988281.25,1453613281.25,566601562.5,0,53.540168062323865,76.9015372298168,90.2430005672071,117.83408582992537,121.54415400426596
296,159667968.75,525878906.25,756835937.5,0,51.284083710582848,58.083478109297744,80.822567437317929,90.753842646676276,113.43365895293591
297,137988281.25,525878906.25,756835937.5,0,51.28408438121911,58.082757022660019,80.818471717312136,90.753840927093748,113.42126403796222
298,159667968.75,525878906.25,766601562.5,0,51.284097178187238,58.092453507316776,80.870151481966332,90.75494880914097,113.56410353229641
299,159667968.75,953613281.25,756835937.5,0,52.9164740438654,70.29156747784323,89.152876234291028,108.2428491632203,116.85097792134408
300,137988281.25,953613281.25,766601562.5,0,52.916481317880873,70.311005697434879,89.226504559640532,108.24500891530072,116.95890288595771
301,184667968.75,900878906.25,506835937.5,0,52.806112675148064,68.394989038844031,85.603254866811412,106.39166089715418,112.16286835900267
302,112988281.25,900878906.25,506835937.5,0,52.806117793639942,68.389380569204491,85.582248155842279,106.39172895649796,112.13118366287785
303,184667968.75,900878906.25,716601562.5,0,52.806351554209144,69.090235315156107,88.20027298232219,106.4629769319926,115.94052373650311
304,184667968.75,578613281.25,506835937.5,0,51.6327486880961,59.672001943570336,80.392372196401965,93.320293615662862,109.25212895388098
305,112988281.25,578613281.25,716601562.5,0,51.633162871119488,60.03510955820439,82.1944561748499,93.363505505283186,113.30120018313116
306,284667968.75,1400878906.25,706835937.5,0,53.496782083274617,77.074605105178549,92.000718375953483,119.49973053506542,120.43696839848542
307,212988281.25,1400878906.25,706835937.5,0,53.496754177228496,77.064397182887959,91.97149603908781,119.46559069523009,120.4366299337172
308,284667968.75,1400878906.25,516601562.5,0,53.496646206105382,75.982090826086619,89.116942169380621,116.54832007239452,120.3326723632281
309,284667968.75,1078613281.25,706835937.5,0,53.131032553711307,72.515470230162151,89.94081314085274,112.10654926980851,117.20313190359622
310,212988281.25,1078613281.25,516601562.5,0,53.130827907152337,71.711138705581533,87.325826509404962,112.02776364125536,113.91989553156122
311,234667968.75,650878906.25,406835937.5,0,52.009004989576333,61.67261593664275,80.328168137469959,96.609376493990666,106.95221888373442
312,162988281.25,650878906.25,406835937.5,0,52.008987126345787,61.668815633702359,80.31145461686306,96.609264053697757,106.92153409511076
313,234667968.75,650878906.25,416601562.5,0,52.009040267945139,61.718755013189067,80.525659957476435,96.614557746394183,107.29117777305906
314,234667968.75,1328613281.25,406835937.5,0,53.43089811322411,74.098343155201732,86.1333218730135,113.3810333608025,118.54121249513415
315,162988281.25,1328613281.25,416601562.5,0,53.430896319161278,74.20733699978932,86.392100247700213,113.62171761413184,118.55295018336352
316,134667968.75,1150878906.25,606835937.5,0,53.232106456194472,73.30030196928,89.240388850483455,114.12686212047946,116.18188080298216
317,262988281.25,1150878906.25,606835937.5,0,53.232134219926344,73.314570621069691,89.286190379939754,114.12708942312895,116.24155671955259
318,134667968.75,1150878906.25,616601562.5,0,53.23211472379338,73.343542558970356,89.374595613999887,114.13107304058981,116.34241869923424
319,134667968.75,828613281.25,606835937.5,0,52.630237787984292,67.158865276291124,86.14318749573971,103.86100216435511,113.60184952595023
320,262988281.25,828613281.25,616601562.5,0,52.63027774158806,67.195786936422408,86.292623438224666,103.86410910354242,113.84312437543045
321,147167968.75,713378906.25,581835937.5,0,52.2670005942192,64.105114485354832,84.083273634046861,99.352210124147149,112.15547541419815
322,200488281.25,713378906.25,581835937.5,0,52.267007883342622,64.108123619215249,84.097103046516978,99.352253682617629,112.1824483786371
323,147167968.75,713378906.25,491601562.5,0,52.266828443815172,63.828065691967616,82.891716503176241,99.321842757205488,110.08724208333128
324,147167968.75,891113281.25,581835937.5,0,52.784256502002528,68.493670374573654,86.611017209526011,106.08645369578957,113.65832866890082
325,200488281.25,891113281.25,491601562.5,0,52.784131524929151,68.11755498311399,85.239039195858709,106.04735903578548,111.71516588379
326,247167968.75,1213378906.25,781835937.5,0,53.3093389314991,74.870428389709232,91.666784486937914,115.87055944040276,119.06096794916694
327,100488281.25,1213378906.25,781835937.5,0,53.309333645425383,74.853924297972014,91.611495728453278,115.87065845311874,118.98657567169597
328,247167968.75,1213378906.25,691601562.5,0,53.309288914303323,74.582034828633923,90.759790571005908,115.84294151627722,117.96734375175123
329,247167968.75,1391113281.25,781835937.5,0,53.488363017871727,77.230926157743923,92.719830116403358,120.22681819940819,120.27869044473418
330,100488281.25,1391113281.25,691601562.5,0,53.488314372418877,76.871665255334719,91.7028126640392,119.15715186247999,120.2074678005182
331,297167968.75,963378906.25,481835937.5,0,52.935176755937846,69.506350616768955,85.7809808023502,108.46135783917597,112.15495909520646
332,250488281.25,963378906.25,481835937.5,0,52.935156434261117,69.5019927541777,85.766197021524277,108.46117978986975,112.13447325220619
333,297167968.75,963378906.25,791601562.5,0,52.935488159075476,70.575382037273314,89.587320408239719,108.56927444460884,117.41294866458061
334,297167968.75,1141113281.25,481835937.5,0,53.2191444132433,72.456091159460357,87.093387961764449,113.69349892039961,113.79072075934
335,250488281.25,1141113281.25,791601562.5,0,53.219383649006652,73.784037718862933,91.225034166300389,113.91667373245095,118.66479017089681
336,197167968.75,1463378906.25,681835937.5,0,53.547920377068394,77.650276379615661,91.953211020655786,119.57323530121255,121.81901592424634
337,150488281.25,1463378906.25,681835937.5,0,53.547914227828308,77.643484122040391,91.934497885891645,119.55218447160327,121.81898763862331
338,197167968.75,1463378906.25,591601562.5,0,53.547864382527393,77.160815185052869,90.681468232578737,118.29522829426533,121.7728089643977
339,197167968.75,641113281.25,681835937.5,0,51.964264791296323,62.1233472081988,83.5574019135313,96.260235107067217,113.34964884615511
340,150488281.25,641113281.25,591601562.5,0,51.964119071327154,61.957393788803415,82.767821973821839,96.241522300106169,111.72430422694575
341,172167968.75,1088378906.25,431835937.5,0,53.145214016272547,71.254953397943282,85.577084460483022,111.9008311031685,112.25283383750329
342,175488281.25,1088378906.25,431835937.5,0,53.145214498291146,71.2553095073246,85.578136191286717,111.90210370208487,112.25284095947269
343,172167968.75,1088378906.25,541601562.5,0,53.145371927795104,72.0046744218002,87.817629107208575,112.3262319291926,114.50596461777947
344,172167968.75,766113281.25,431835937.5,0,52.447935874841086,64.948165810792048,82.602609555159759,101.41473099647376,108.88567525716583
345,175488281.25,766113281.25,541601562.5,0,52.448171409313261,65.413187261357123,84.450259849636183,101.46454402591169,111.77707410217525
346,272167968.75,588378906.25,631835937.5,0,51.6900225606566,60.271002785871545,81.897701252043419,93.8166345653626,112.09081865669592
347,275488281.25,588378906.25,631835937.5,0,51.690023992025957,60.271149004713706,81.898445941888568,93.816641854211113,112.09263980720714
348,272167968.75,588378906.25,741601562.5,0,51.690184983983833,60.420466501226258,82.647818332311758,93.8342538122888,113.8320938873394
349,272167968.75,1266113281.25,631835937.5,0,53.367983950009169,75.069901738388481,90.3533615952383,117.17508754032687,117.5144750122211
350,275488281.25,1266113281.25,741601562.5,0,53.368052712631673,75.500389700994148,91.636472568907692,117.2170168123662,118.98420864869514
351,222167968.75,1338378906.25,531835937.5,0,53.440355930858686,75.388088159066811,89.114464410112234,116.33338972037232,118.89032406693228
352,125488281.25,1338378906.25,531835937.5,0,53.440346204299644,75.3751377863056,89.079358547124158,116.29423028889634,118.89028671653199
353,222167968.75,1338378906.25,641601562.5,0,53.440443586072874,76.030904025497293,90.855527181848558,118.16153369387872,118.95218102161002
354,222167968.75,1016113281.25,531835937.5,0,53.030722594213117,70.735122104384388,87.1097284605326,110.15646447063784,113.72701282077239
355,125488281.25,1016113281.25,641601562.5,0,53.030828806646532,71.1831550823254,88.622067025720455,110.20199296118149,115.69626327135975
356,122167968.75,838378906.25,731835937.5,0,52.656105017917383,67.690196877253385,87.4912136885603,104.25069473439758,115.63086129951748
357,225488281.25,838378906.25,731835937.5,0,52.65611538669112,67.697323132037724,87.522223932262122,104.25074013329863,115.68679592118139
358,122167968.75,838378906.25,441601562.5,0,52.655701191107596,66.700892870148536,83.673574696022627,104.14722449296175,109.84779305780356
359,122167968.75,516113281.25,731835937.5,0,51.210528111762613,57.667218838992369,80.362337638243645,90.2489669612413,112.97770809848393
360,225488281.25,516113281.25,441601562.5,0,51.209801522560795,57.187362637958849,77.876018803823442,90.189650168768878,106.77648176888439
361,115917968.75,1244628906.25,544335937.5,0,53.344601398601618,74.29476575644567,88.83047923881108,115.79320916472386,116.58598771169545
362,169238281.25,1244628906.25,544335937.5,0,53.344594791858839,74.301088168752457,88.848992344788684,115.81527664046055,116.5858631103988
363,115917968.75,1244628906.25,754101562.5,0,53.344750859438406,75.222923646884965,91.5643591303965,116.67422936573757,118.9004976443299
364,115917968.75,1297363281.25,544335937.5,0,53.400283721149222,74.96739673844057,89.106552570104768,116.20719378462094,117.90720091229714
365,169238281.25,1297363281.25,754101562.5,0,53.400420499996763,75.949067118795156,91.906318310873587,117.9993965651812,119.29232346403646
366,215917968.75,744628906.25,744335937.5,0,52.378042222190693,65.311283445581267,86.120940748854821,100.66287499169327,115.11426858956901
367,269238281.25,744628906.25,744335937.5,0,52.378062441243593,65.31452300463495,86.1359284100163,100.66300237290758,115.14450294319263
368,215917968.75,744628906.25,554101562.5,0,52.377803589037406,64.891266574861945,84.29447034493613,100.61729664632632,111.88309031729757
369,215917968.75,797363281.25,744335937.5,0,52.543348480574558,66.707948564309177,87.005886971066218,102.72400519903881,115.5290383888962
370,269238281.25,797363281.25,554101562.5,0,52.543148913949388,66.24833333516743,85.096578544403926,102.67493034865119,112.36573575551681
371,265917968.75,1494628906.25,444335937.5,0,53.571645920214031,76.207854433388562,87.795380771236566,115.73722712521598,122.32110019454429
372,119238281.25,1494628906.25,444335937.5,0,53.571621934224105,76.185103035432491,87.743021319135,115.686953635485,122.32086616590574
373,265917968.75,1494628906.25,454101562.5,0,53.571657837932676,76.319935797415027,88.048318782116041,115.9609783169584,122.3322349106035
374,265917968.75,547363281.25,444335937.5,0,51.434793265088516,58.379362175907026,78.773490220220722,91.7729504031201,107.1957569546628
375,119238281.25,547363281.25,454101562.5,0,51.434805371560707,58.402955975152423,78.887636661549649,91.776308230166478,107.43398943418647
376,165917968.75,994628906.25,644335937.5,0,52.993251649556576,70.795839249707655,88.46744652276729,109.53142066362824,115.59150525224848
377,219238281.25,994628906.25,644335937.5,0,52.993263859564756,70.800696474192335,88.485316248671225,109.53151065369701,115.61814181045798
378,165917968.75,994628906.25,654101562.5,0,52.993260222706887,70.827351259691625,88.579237428632055,109.53457079901422,115.74462806552002
379,165917968.75,1047363281.25,644335937.5,0,53.082505558443245,71.757851500131622,88.943545011051853,111.15713496593075,116.00146557765231
380,219238281.25,1047363281.25,654101562.5,0,53.082525850723691,71.796792229577136,89.076958734927231,111.16056095708034,116.17882290771735
381,190917968.75,619628906.25,494335937.5,0,51.8585117841311,61.024327858703245,81.1786742807732,95.240327616405978,109.31220278314319
382,244238281.25,619628906.25,494335937.5,0,51.858528648255465,61.026899822341896,81.190957436309475,95.240422907836546,109.33798345207322
383,190917968.75,619628906.25,604101562.5,0,51.858750742875571,61.285524025032764,82.412069719525931,95.270347219882339,111.80214659403124
384,190917968.75,1422363281.25,494335937.5,0,53.514724436887043,76.006533544014047,88.704448888196325,116.23139139946653,120.79814909012259
385,244238281.25,1422363281.25,604101562.5,0,53.514835850632444,76.806836884445872,90.72307785781409,118.21543896220653,120.8745189843287
386,290917968.75,1119628906.25,694335937.5,0,53.190183979558896,73.161595059427739,90.142230797271125,113.2857945471512,117.34065170290917
387,144238281.25,1119628906.25,694335937.5,0,53.19014265115834,73.14596956130741,90.088854397276421,113.2854425043374,117.26687973754599
388,290917968.75,1119628906.25,404101562.5,0,53.189846366223072,71.466840634529518,85.068260953924749,111.42906255765239,113.11883595799766
389,290917968.75,922363281.25,694335937.5,0,52.85288734567353,69.506617555242144,88.282138851465746,107.18948121493982,115.85027894377551
390,144238281.25,922363281.25,404101562.5,0,52.85242886234284,68.178842278882811,83.628166956877621,107.0546389471759,109.4983673080141
391,240917968.75,869628906.25,594335937.5,0,52.734078496804486,68.07230943691637,86.547592687845423,105.33828299974894,113.76317816240538
392,294238281.25,869628906.25,594335937.5,0,52.7341011633504,68.0764988192962,86.5641244330482,105.33845555988195,113.79001045694889
393,240917968.75,869628906.25,504101562.5,0,52.733948710898773,67.722692674109,85.236889442365467,105.30207954999604,111.84890253493847
394,240917968.75,672363281.25,594335937.5,0,52.104053334752386,62.939659794264394,83.469719198207088,97.618583061311483,112.09769053355589
395,294238281.25,672363281.25,504101562.5,0,52.103899125676875,62.701141682185316,82.396634946624388,97.591717819347821,110.10430323071239
396,140917968.75,1369628906.25,794335937.5,0,53.469331139024469,76.996283810017545,92.68110329830651,119.74364577302623,120.20212906863537
397,194238281.25,1369628906.25,794335937.5,0,53.469335953539641,77.003313396549913,92.702519776605087,119.74369327842612,120.22841751941874
398,140917968.75,1369628906.25,704101562.5,0,53.469288208851651,76.674368798388571,91.757037072452846,119.1826482970845,119.71538218277738
399,140917968.75,1172363281.25,794335937.5,0,53.25972587244916,74.2728261544996,91.44447991694777,114.77725599629858,118.8562163406899
400,194238281.25,1172363281.25,704101562.5,0,53.259680751880019,74.011941846479786,90.599719057598364,114.75159651138632,117.809084064844
401,128417968.75,807128906.25,419335937.5,0,52.57084840074188,65.857591748763355,82.831515906599734,102.97836559481487,108.86751974456803
402,131738281.25,807128906.25,419335937.5,0,52.570847623756492,65.857814290081,82.832374846197965,102.9783595094078,108.86884868100007
403,128417968.75,807128906.25,579101562.5,0,52.571158024019773,66.558357936657984,85.5152310821505,103.05239372862101,112.89244718757287
404,128417968.75,1109863281.25,419335937.5,0,53.176176805207426,71.458296704455734,85.375556506529151,111.7274016228971,112.85734943335319
405,131738281.25,1109863281.25,579101562.5,0,53.176392837323753,72.533847789455862,88.5516255596313,112.96335690122241,115.37780326938825
406,228417968.75,1307128906.25,619335937.5,0,53.410139603983282,75.534549308807669,90.388612176447737,117.6034970993377,118.18805991397437
407,231738281.25,1307128906.25,619335937.5,0,53.4101407797799,75.534989022725455,90.389887196507573,117.60500822122975,118.18807444121454
408,228417968.75,1307128906.25,779101562.5,0,53.410231807420161,76.165248281558377,92.226857671134781,118.24673470306807,119.66530777002936
409,228417968.75,609863281.25,619335937.5,0,51.808121610048893,60.9884086362365,82.324186532502566,94.823071276760118,112.02581706671594
410,231738281.25,609863281.25,779101562.5,0,51.808342143813825,61.211140718909085,83.424289814733086,94.848984256359316,114.48685108478946
411,278417968.75,557128906.25,519335937.5,0,51.4995340433974,58.935705894461357,80.00656336021548,92.279646548307412,109.41441038468722
412,181738281.25,557128906.25,519335937.5,0,51.499501340968479,58.9317520110165,79.9863616638654,92.279480821148212,109.36583981945481
413,278417968.75,557128906.25,679101562.5,0,51.499870962129783,59.2069768383709,81.378078764229357,92.312119356294176,112.62877037231927
414,278417968.75,859863281.25,519335937.5,0,52.710251763741162,67.57892227292723,85.387003930346467,104.96233315985782,112.14004710731291
415,181738281.25,859863281.25,679101562.5,0,52.710416310717534,68.083250713371839,87.333955264142489,105.01523963458757,115.07903533121728
416,178417968.75,1057128906.25,719335937.5,0,53.098034472969047,72.1669205259338,89.842898018355456,111.47343363849831,117.15441945003545
417,281738281.25,1057128906.25,719335937.5,0,53.098069641225429,72.1771670720653,89.879788426304984,111.47373444967629,117.20825630442509
418,178417968.75,1057128906.25,479101562.5,0,53.097792885199425,71.122479361850736,86.436334169051108,111.36994874371624,112.85891990908516
419,178417968.75,1359863281.25,719335937.5,0,53.460442991246858,76.621147687066681,91.892284953561486,119.31733743767758,119.49416573059973
420,281738281.25,1359863281.25,479101562.5,0,53.460290940553989,75.215908437084749,88.146608410747547,115.44449250096278,119.35620005881951
421,153417968.75,1432128906.25,569335937.5,0,53.522840254033291,76.681940997060167,90.169396901590531,117.68723055554592,121.07163108735416
422,256738281.25,1432128906.25,569335937.5,0,53.522866757798113,76.69710103677609,90.209162229711367,117.73025400600551,121.07191030364665
423,153417968.75,1432128906.25,429101562.5,0,53.5226933391603,75.421134454600065,87.1309376991565,114.8217983364987,120.94855289401465
424,153417968.75,1234863281.25,569335937.5,0,53.333747312415625,74.317143313443481,89.208738304201447,116.19131245475103,116.35140685814636
425,256738281.25,1234863281.25,429101562.5,0,53.333604440870047,73.262945087663169,86.349787965740177,113.16899355886621,116.24481245955346
426,253417968.75,932128906.25,769335937.5,0,52.873296572499413,69.880341190430244,89.041728777607219,107.53458919694104,116.8946498497636
427,156738281.25,932128906.25,769335937.5,0,52.873271127818988,69.872422264777839,89.00972849542849,107.53440893935179,116.84168164502093
